schema_name,table_name,column_name,data_type,nullable,constraint_type,foreign_table,index_name
public,sections,course_config_id,uuid,NOT NULL,FOREIGN KEY,public.course_config,sections_course_config_id_order_index_key
public,sections,course_config_id,uuid,NOT NULL,FOREIGN KEY,public.course_config,sections_course_config_id_idx
public,sections,course_config_id,uuid,NOT NULL,UNIQUE,,idx_sections_course_main_active_cover
public,sections,course_config_id,uuid,NOT NULL,UNIQUE,,sections_course_config_id_order_index_key
public,sections,course_config_id,uuid,NOT NULL,UNIQUE,,sections_course_config_id_idx
public,sections,order_index,integer,NOT NULL,UNIQUE,,sections_course_config_id_order_index_key
public,sections,order_index,integer,NOT NULL,UNIQUE,,idx_sections_course_main_active_cover
public,sections,metadata,jsonb,NOT NULL,,,
public,sections,track_type,text,NOT NULL,,,
public,sections,archived_at,timestamp with time zone,NULL,,,
public,sections,inserted_at,timestamp with time zone,NOT NULL,,,
public,sections,updated_at,timestamp with time zone,NOT NULL,,,
public,singular_attribution,id,uuid,NOT NULL,PRIMARY KEY,,singular_attribution_pkey
public,singular_attribution,inserted_at,timestamp with time zone,NOT NULL,,,
public,singular_attribution,updated_at,timestamp with time zone,NOT NULL,,,
public,singular_attribution,identifier,text,NOT NULL,UNIQUE,,singular_attribution_user_id_identifier_value_key
public,singular_attribution,value,text,NOT NULL,UNIQUE,,singular_attribution_user_id_identifier_value_key
public,singular_attribution,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,singular_attribution_user_id_index
public,singular_attribution,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,singular_attribution_user_id_identifier_value_key
public,singular_attribution,user_id,uuid,NOT NULL,UNIQUE,,singular_attribution_user_id_index
public,singular_attribution,user_id,uuid,NOT NULL,UNIQUE,,singular_attribution_user_id_identifier_value_key
public,singular_attribution,data,jsonb,NOT NULL,,,
public,skill_sheet_attempts,id,uuid,NOT NULL,PRIMARY KEY,,skill_sheet_attempts_pkey
public,skill_sheet_attempts,skill_sheet_id,uuid,NOT NULL,FOREIGN KEY,public.skill_sheets,skill_sheet_attempts_user_id_skill_sheet_id_index
public,skill_sheet_attempts,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,skill_sheet_attempts_user_id_index
public,skill_sheet_attempts,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,skill_sheet_attempts_user_id_skill_sheet_id_index
public,skill_sheet_attempts,inserted_at,timestamp with time zone,NOT NULL,,,
public,skill_sheet_attempts,completed_at,timestamp with time zone,NULL,,,
public,skill_sheet_attempts,feedback,jsonb,NULL,,,
public,skill_sheet_questions,id,uuid,NOT NULL,PRIMARY KEY,,skill_sheet_questions_pkey
public,skill_sheet_questions,skill_sheet_id,uuid,NOT NULL,FOREIGN KEY,public.skill_sheets,
public,skill_sheet_questions,question_id,uuid,NOT NULL,FOREIGN KEY,public.questions,
public,skill_sheet_questions,score,jsonb,NOT NULL,,,
public,skill_sheet_questions,inserted_at,timestamp with time zone,NOT NULL,,,
public,skill_sheet_questions,updated_at,timestamp with time zone,NOT NULL,,,
public,skill_sheet_questions,index,integer,NULL,,,
public,skill_sheet_results,id,uuid,NOT NULL,PRIMARY KEY,,skill_sheet_results_pkey
public,skill_sheet_results,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,skill_sheet_results_user_id_skill_sheet_question_id_attempt_id_
public,skill_sheet_results,skill_sheet_question_id,uuid,NOT NULL,FOREIGN KEY,public.skill_sheet_questions,skill_sheet_results_user_id_skill_sheet_question_id_attempt_id_
public,skill_sheet_results,started_at,timestamp with time zone,NOT NULL,,,
public,skill_sheet_results,completed_at,timestamp with time zone,NULL,,,
public,skill_sheet_results,score,integer,NULL,,,
public,skill_sheet_results,answer,jsonb,NULL,,,
public,skill_sheet_results,answer_status,text,NULL,FOREIGN KEY,public.answer_status_enum,
public,skill_sheet_results,inserted_at,timestamp with time zone,NOT NULL,,,
public,skill_sheet_results,updated_at,timestamp with time zone,NOT NULL,,,
public,skill_sheet_results,attempt_id,uuid,NULL,FOREIGN KEY,public.skill_sheet_attempts,skill_sheet_results_user_id_skill_sheet_question_id_attempt_id_
public,skill_sheets,id,uuid,NOT NULL,PRIMARY KEY,,skill_sheets_pkey
public,skill_sheets,skill_id,uuid,NOT NULL,FOREIGN KEY,public.skills,
public,skill_sheets,inserted_at,timestamp with time zone,NOT NULL,,,
public,skill_sheets,updated_at,timestamp with time zone,NOT NULL,,,
public,skill_sheets,hidden,boolean,NULL,,,
public,skill_sheets,archived_at,timestamp with time zone,NULL,,,
public,skills,id,uuid,NOT NULL,PRIMARY KEY,,skills_pkey
public,skills,name,character varying(255),NOT NULL,,,skills_chapter_id_name_index
public,skills,chapter_id,uuid,NOT NULL,FOREIGN KEY,public.chapters,skills_chapter_id_name_index
public,skills,video_url,character varying(255),NULL,,,
public,skills,slides_url,character varying(255),NULL,,,
public,skills,inserted_at,timestamp with time zone,NOT NULL,,,
public,skills,updated_at,timestamp with time zone,NOT NULL,,,
public,skills,description,character varying(255),NULL,,,
public,skills,is_whatsapp_worksheet,boolean,NULL,,,
public,skills,preview_image_url,character varying(255),NULL,,,
public,skills,hidden,boolean,NULL,,,
public,skills,priority,integer,NULL,,,
public,skills,slug,character varying(255),NULL,,,
public,skills,instructions_media,jsonb,NULL,,,
public,sn_contacts,chatwoot_contact_id,integer,NOT NULL,UNIQUE,,contacts_chatwoot_contact_id_key
public,sn_contacts,utm_campaign,text,NULL,,,
public,sn_contacts,utm_source,text,NULL,,,
public,sn_contacts,utm_content,text,NULL,,,
public,sn_contacts,c_index,integer,NULL,,,
public,sn_contacts,user_type,text,NULL,,,
public,sn_contacts,grade,text,NULL,,,
public,sn_contacts,board,text,NULL,,,
public,sn_contacts,school_type,text,NULL,,,
public,sn_contacts,ad_leads_will_pay,boolean,NULL,,,
public,sn_contacts,bda_will_pay,boolean,NULL,,,
public,sn_contacts,ad_leads_filled_by,text,NULL,,,
public,sn_contacts,bda_filled_by,text,NULL,,,
public,sn_contacts,callback_time,timestamp with time zone,NULL,,,
public,sn_contacts,bda_comment,text,NULL,,,
public,sn_contacts,manager_comment,text,NULL,,,
public,sn_contacts,last_called_at,timestamp with time zone,NULL,,,
public,sn_contacts,need_state,text,NULL,,,
public,sn_contacts,remarketing_count,integer,NOT NULL,,,
public,sn_contacts,lead_stage,text,NULL,,,
public,sn_contacts,assignee_id,integer,NULL,,,
public,sn_contacts,last_messaged_at,timestamp with time zone,NULL,,,
public,sn_contacts,contact_created_at,timestamp with time zone,NULL,,,
public,sn_contacts,app_installed_at,timestamp with time zone,NULL,,,
public,sn_contacts,inserted_at,timestamp with time zone,NOT NULL,,,
public,sn_contacts,updated_at,timestamp with time zone,NOT NULL,,,
public,sn_contacts,id,uuid,NOT NULL,PRIMARY KEY,,chatwoot_contact_details_pkey
public,sn_contacts,chatwoot_conversation_id,integer,NULL,,,
public,sn_contacts,phone_number,text,NULL,,,contacts_phone_number_index
public,sn_contacts,lead_segment,text,NULL,,,
public,sn_contacts,lead_sub_segment,text,NULL,,,
public,sn_contacts,flow_completed_at,timestamp with time zone,NULL,,,
public,sn_contacts,first_source,text,NULL,,,
public,sn_contacts,last_source,text,NULL,,,
public,sn_contacts,first_sub_source,text,NULL,,,
public,sn_contacts,last_sub_source,text,NULL,,,
public,sn_contacts,language,text,NULL,,,
public,sn_contacts,alternate_number_ad_lead_id,uuid,NULL,FOREIGN KEY,public.ad_leads,
public,sn_contacts,whatsapp_blast_reactivated,boolean,NULL,,,
public,sn_contacts,remarketed,boolean,NULL,,,
public,sn_contacts,interest_captured,boolean,NULL,,,
public,sn_contacts,influencer_campaign,boolean,NULL,,,
public,sn_contacts,n_assignments_completed,integer,NULL,,,
public,sn_contacts,n_ask_ai_sentences_used,integer,NULL,,,
public,sn_contacts,unique_active_days,integer,NULL,,,
public,sn_contacts,last_active_at,timestamp with time zone,NULL,,,
public,sn_contacts,subscribe_button_clicked_at,timestamp with time zone,NULL,,,
public,sn_contacts,upgrade_button_clicked_at,timestamp with time zone,NULL,,,
public,sn_contacts,onboarding_started_at,timestamp with time zone,NULL,,,
public,sn_contacts,onboarding_completed_at,timestamp with time zone,NULL,,,
public,sn_contacts,experiment_variant_name,text,NULL,,,
public,sn_contacts,first_messaged_at,timestamp with time zone,NULL,,,
public,sn_contacts,last_action_at,timestamp with time zone,NULL,,,
public,sn_contacts,first_message_inbox_id,integer,NULL,,,
public,sn_contacts,alternate_app_phone_number,text,NULL,,,
public,sn_contacts,interest_captured_at,timestamp with time zone,NULL,,,
public,sn_contacts,first_z3_added_at,timestamp with time zone,NULL,,,
public,speak_scenario_attempts,id,uuid,NOT NULL,PRIMARY KEY,,speak_scenario_attempts_pkey
public,speak_scenario_attempts,scenario_id,uuid,NOT NULL,FOREIGN KEY,public.speak_scenarios,speak_scenario_attempts_user_id_scenario_id_index
public,speak_scenario_attempts,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,speak_scenario_attempts_user_id_scenario_id_index
public,speak_scenario_attempts,inserted_at,timestamp with time zone,NOT NULL,,,
public,speak_scenario_attempts,completed_at,timestamp with time zone,NULL,,,
public,speak_scenario_attempts,progress_state,jsonb,NULL,,,
public,speak_scenario_attempts,updated_at,timestamp with time zone,NOT NULL,,,
public,speak_scenario_attempts,quit_details,jsonb,NOT NULL,,,
public,speak_scenario_results,id,uuid,NOT NULL,PRIMARY KEY,,speak_scenario_results_pkey
public,speak_scenario_results,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,speak_scenario_results_user_id_scenario_id_index
public,speak_scenario_results,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,speak_scenario_results_user_id_index
public,speak_scenario_results,scenario_id,uuid,NOT NULL,FOREIGN KEY,public.speak_scenarios,speak_scenario_results_user_id_scenario_id_index
public,speak_scenario_results,data,jsonb,NOT NULL,,,
public,speak_scenario_results,inserted_at,timestamp with time zone,NOT NULL,,,
public,speak_scenario_results,updated_at,timestamp with time zone,NOT NULL,,,
public,speak_scenario_results,attempt_id,uuid,NULL,FOREIGN KEY,public.speak_scenario_attempts,
public,speak_scenario_results,stars,integer,NULL,,,
public,speak_scenario_results,speak_scenario_version_id,uuid,NOT NULL,FOREIGN KEY,public.speak_scenario_versions,
public,speak_scenario_versions,id,uuid,NOT NULL,PRIMARY KEY,,speak_scenario_versions_pkey
public,speak_scenario_versions,scenario_id,uuid,NOT NULL,FOREIGN KEY,public.speak_scenarios,
public,speak_scenario_versions,data,jsonb,NOT NULL,,,
public,speak_scenario_versions,private_data,jsonb,NOT NULL,,,
public,speak_scenario_versions,inserted_at,timestamp with time zone,NOT NULL,,,
public,speak_scenario_versions,created_by,uuid,NOT NULL,FOREIGN KEY,public.users,
public,speak_scenario_versions,update_comment,text,NOT NULL,,,
public,speak_scenario_versions,compatibility_hash,text,NOT NULL,,,
public,speak_scenarios,id,uuid,NOT NULL,PRIMARY KEY,,speak_scenarios_pkey
public,speak_scenarios,data,jsonb,NOT NULL,,,
public,speak_scenarios,private_data,jsonb,NOT NULL,,,
public,speak_scenarios,inserted_at,timestamp with time zone,NOT NULL,,,
public,speak_scenarios,updated_at,timestamp with time zone,NOT NULL,,,
public,speak_scenarios,archived_at,timestamp with time zone,NULL,,,
public,speak_scenarios,prompt_id,uuid,NULL,FOREIGN KEY,public.prompts,
public,speak_scenarios,approved_at,timestamp with time zone,NULL,,,
public,speak_scenarios,approved_by,uuid,NULL,FOREIGN KEY,public.users,
public,speak_scenarios,updated_by,uuid,NOT NULL,FOREIGN KEY,public.users,
public,speak_scenarios,update_comment,text,NOT NULL,,,
public,speak_scenarios,compatibility_hash,text,NOT NULL,,,
public,speak_scenarios,quality_validated_at,timestamp with time zone,NULL,,,
public,spotlight,id,uuid,NOT NULL,PRIMARY KEY,,spotlight_pkey
public,spotlight,inserted_at,timestamp with time zone,NOT NULL,,,
public,spotlight,updated_at,timestamp with time zone,NOT NULL,,,
public,spotlight,conversation_id,integer,NOT NULL,,,spotlight_agent_id_conversation_id_index
public,spotlight,agent_id,integer,NOT NULL,,,spotlight_agent_id_conversation_id_index
public,spotlight,batch_description,text,NOT NULL,,,
public,spotlight,actioned_at,timestamp with time zone,NULL,,,
public,spotlight,action_comment,text,NULL,,,
public,spotlight,closed_at,timestamp with time zone,NULL,,,
public,spotlight,close_comment,text,NULL,,,
public,spotlight,priority,numeric,NOT NULL,,,
public,spotlight,bda_comment,text,NULL,,,
public,spotlight,manager_comment,text,NULL,,,
public,spotlight,status,text,NULL,,,
public,streak_freeze,id,uuid,NOT NULL,PRIMARY KEY,,streak_freeze_pkey
public,streak_freeze,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,
public,streak_freeze,redeemed_at,timestamp with time zone,NULL,,,
public,streak_freeze,streak_id,uuid,NULL,FOREIGN KEY,public.streaks,
public,streak_freeze,inserted_at,timestamp with time zone,NOT NULL,,,
public,streak_freeze,updated_at,timestamp with time zone,NOT NULL,,,
public,streaks,id,uuid,NOT NULL,PRIMARY KEY,,streaks_pkey
public,streaks,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,idx_streaks_user_id
public,streaks,started_at,timestamp with time zone,NOT NULL,,,
public,streaks,ended_at,timestamp with time zone,NOT NULL,,,
public,streaks,inserted_at,timestamp with time zone,NOT NULL,,,
public,streaks,updated_at,timestamp with time zone,NOT NULL,,,
public,subscription_pauses,id,uuid,NOT NULL,PRIMARY KEY,,subscription_pauses_pkey
public,subscription_pauses,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,idx_subscription_pauses_user_id_ending_at
public,subscription_pauses,subscription_id,uuid,NOT NULL,FOREIGN KEY,public.user_subscription_details,
public,subscription_pauses,started_at,timestamp with time zone,NOT NULL,,,
public,subscription_pauses,ending_at,timestamp with time zone,NOT NULL,,,idx_subscription_pauses_user_id_ending_at
public,subscription_pauses,inserted_at,timestamp with time zone,NOT NULL,,,
public,subscription_pauses,updated_at,timestamp with time zone,NOT NULL,,,
public,subscription_pauses,reason,character varying(255),NULL,,,
public,subscription_pauses,archived_at,timestamp with time zone,NULL,,,
public,subscription_pauses,updated_by,uuid,NULL,FOREIGN KEY,public.users,
public,subscriptions,id,uuid,NOT NULL,PRIMARY KEY,,subscriptions_pkey
public,subscriptions,family_id,uuid,NOT NULL,FOREIGN KEY,public.families,
public,subscriptions,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,single_active_subscription
public,subscriptions,started_at,timestamp with time zone,NOT NULL,,,
public,subscriptions,ended_at,timestamp with time zone,NULL,,,
public,subscriptions,event_type,character varying(255),NULL,,,
public,subscriptions,inserted_at,timestamp with time zone,NOT NULL,,,
public,subscriptions,updated_at,timestamp with time zone,NOT NULL,,,
public,subscriptions,utm_source,character varying(255),NULL,,,
public,subscriptions,utm_medium,character varying(255),NULL,,,
public,subscriptions,utm_campaign,character varying(255),NULL,,,
public,subscriptions,utm_content,character varying(255),NULL,,,
public,subscriptions,utm_term,character varying(255),NULL,,,
public,subscriptions,unsubscribe_reason,character varying(255),NULL,,,
public,tab_activities,id,uuid,NOT NULL,PRIMARY KEY,,tab_activities_pkey
public,tab_activities,english_persona,character varying,NOT NULL,,,
public,tab_activities,tab,character varying,NOT NULL,,,
public,tab_activities,index,integer,NOT NULL,,,
public,tab_activities,scenario_id,uuid,NULL,,,
public,tab_activities,scenario_id,uuid,NULL,FOREIGN KEY,public.speak_scenarios,
public,tab_activities,worksheet_id,uuid,NULL,FOREIGN KEY,public.skill_sheets,
public,tab_activities,worksheet_id,uuid,NULL,,,
public,tab_activities,archived_at,timestamp with time zone,NULL,,,
public,tab_activities,inserted_at,timestamp with time zone,NOT NULL,,,
public,tab_activities,updated_at,timestamp with time zone,NOT NULL,,,
public,tab_activities,preview_image_url,text,NULL,,,
public,tab_activities,data,jsonb,NULL,,,
public,tab_activities,tab_section_id,uuid,NULL,FOREIGN KEY,public.tab_sections,
public,tab_sections,id,uuid,NOT NULL,PRIMARY KEY,,tab_sections_pkey
public,tab_sections,name,text,NOT NULL,UNIQUE,,tab_sections_name_tab_id_key
public,tab_sections,tab_id,uuid,NOT NULL,UNIQUE,,tab_sections_name_tab_id_key
public,tab_sections,tab_id,uuid,NOT NULL,FOREIGN KEY,public.tabs,tab_sections_name_tab_id_key
public,tab_sections,data,jsonb,NULL,,,
public,tab_sections,inserted_at,timestamp with time zone,NOT NULL,,,
public,tab_sections,updated_at,timestamp with time zone,NOT NULL,,,
public,tab_sections,index,integer,NOT NULL,,,
public,tab_sections,archived_at,timestamp with time zone,NULL,,,
public,tabs,id,uuid,NOT NULL,PRIMARY KEY,,tabs_pkey
public,tabs,name,text,NOT NULL,UNIQUE,,tabs_name_key
public,tabs,data,jsonb,NULL,,,
public,tabs,updated_at,timestamp with time zone,NOT NULL,,,
public,tabs,inserted_at,timestamp with time zone,NOT NULL,,,
public,tata_tele_recordings,id,uuid,NOT NULL,PRIMARY KEY,,tata_tele_recordings_pkey
public,tata_tele_recordings,inserted_at,timestamp with time zone,NOT NULL,,,
public,tata_tele_recordings,updated_at,timestamp with time zone,NOT NULL,,,
public,tata_tele_recordings,data,jsonb,NOT NULL,,,
public,thread_items,id,uuid,NOT NULL,PRIMARY KEY,,thread_items_pkey
public,thread_items,thread_id,uuid,NOT NULL,FOREIGN KEY,public.threads,thread_items_thread_id_idx
public,thread_items,prompt_id,uuid,NULL,FOREIGN KEY,public.prompts,
public,thread_items,role,text,NOT NULL,,,
public,thread_items,type,text,NOT NULL,,,
public,thread_items,content,jsonb,NOT NULL,,,
public,thread_items,stage,text,NOT NULL,,,
public,thread_items,status,text,NOT NULL,,,
public,thread_items,llm_log,jsonb,NULL,,,
public,thread_items,metadata,jsonb,NULL,,,
public,thread_items,inserted_at,timestamp with time zone,NOT NULL,,,thread_items_inserted_at_idx
public,thread_items,updated_at,timestamp with time zone,NOT NULL,,,
public,thread_items,actioned_at,timestamp with time zone,NULL,,,
public,threads,id,uuid,NOT NULL,PRIMARY KEY,,threads_pkey
public,threads,title,text,NULL,,,
public,threads,summary,text,NULL,,,
public,threads,inserted_at,timestamp with time zone,NOT NULL,,,
public,threads,updated_at,timestamp with time zone,NOT NULL,,,
public,threads,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,threads_user_id_idx
public,threads,report_reason,text,NULL,,,
public,threads,reported_at,timestamp with time zone,NULL,,,
public,threads,source,text,NOT NULL,,,threads_source_idx
public,threads,scenario_id,uuid,NULL,FOREIGN KEY,public.speak_scenarios,threads_scenario_id_idx
public,threads,is_rich_chat,boolean,NOT NULL,,,
public,translations,id,uuid,NOT NULL,PRIMARY KEY,,translations_pkey
public,translations,inserted_at,timestamp with time zone,NOT NULL,,,
public,translations,updated_at,timestamp with time zone,NOT NULL,,,
public,translations,key,character varying,NOT NULL,,,
public,translations,translation,jsonb,NOT NULL,,,
public,truecaller_user_profiles,id,uuid,NOT NULL,PRIMARY KEY,,truecaller_user_profiles_pkey
public,truecaller_user_profiles,request_id,uuid,NOT NULL,,,
public,truecaller_user_profiles,profile,jsonb,NOT NULL,,,
public,truecaller_user_profiles,inserted_at,timestamp with time zone,NOT NULL,,,
public,tts_logs,id,uuid,NOT NULL,PRIMARY KEY,,tts_logs_pkey
public,tts_logs,scenario_id,uuid,NULL,FOREIGN KEY,public.speak_scenarios,
public,tts_logs,action,text,NOT NULL,,,
public,tts_logs,status,text,NOT NULL,,,
public,tts_logs,request,jsonb,NOT NULL,,,
public,tts_logs,inserted_at,timestamp with time zone,NOT NULL,,,
public,typeform_logs,id,uuid,NOT NULL,PRIMARY KEY,,typeform_logs_pkey
public,typeform_logs,inserted_at,timestamp with time zone,NOT NULL,,,
public,typeform_logs,updated_at,timestamp with time zone,NOT NULL,,,
public,typeform_logs,message,character varying,NOT NULL,,,
public,typeform_logs,data,jsonb,NULL,,,
public,typeform_logs,payment_id,uuid,NULL,FOREIGN KEY,public.payments_v2,
public,user_activity_logs,id,uuid,NOT NULL,PRIMARY KEY,,user_activity_logs_pkey
public,user_activity_logs,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_activity_logs,updated_at,timestamp with time zone,NOT NULL,,,
public,user_activity_logs,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,
public,user_activity_logs,scenario_id,uuid,NULL,FOREIGN KEY,public.speak_scenarios,
public,user_activity_logs,speak_scenario_result_id,uuid,NULL,FOREIGN KEY,public.speak_scenario_results,
public,user_activity_logs,data,jsonb,NULL,,,
public,user_activity_logs,message,text,NOT NULL,,,
public,user_activity_logs,persona_assignment_rule_id,uuid,NULL,FOREIGN KEY,public.persona_assignment_rules,
public,user_address,id,uuid,NOT NULL,PRIMARY KEY,,user_address_pkey
public,user_address,updated_at,timestamp with time zone,NOT NULL,,,
public,user_address,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_address,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,
public,user_address,full_name,text,NOT NULL,,,
public,user_address,phone_number,text,NOT NULL,,,
public,user_address,address,text,NOT NULL,,,
public,user_address,city,text,NOT NULL,,,
public,user_address,landmark,text,NULL,,,
public,user_address,pincode,text,NOT NULL,,,
public,user_address,state,text,NOT NULL,,,
public,user_address,country,text,NOT NULL,,,
public,user_app_reviews,id,uuid,NOT NULL,PRIMARY KEY,,user_app_reviews_pkey
public,user_app_reviews,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_app_reviews,updated_at,timestamp with time zone,NOT NULL,,,
public,user_app_reviews,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,
public,user_app_reviews,metadata,jsonb,NULL,,,
public,user_app_snapshots,id,uuid,NOT NULL,PRIMARY KEY,,user_app_snapshots_pkey
public,user_app_snapshots,user_id,uuid,NOT NULL,UNIQUE,,user_app_snapshots_user_id_app_id_unique
public,user_app_snapshots,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_app_snapshots_user_id_app_id_unique
public,user_app_snapshots,app_id,text,NOT NULL,UNIQUE,,user_app_snapshots_user_id_app_id_unique
public,user_app_snapshots,version,text,NULL,,,
public,user_app_snapshots,build,integer,NULL,,,
public,user_app_snapshots,platform,text,NULL,,,
public,user_app_snapshots,update_id,text,NULL,,,
public,user_app_snapshots,data,jsonb,NOT NULL,,,
public,user_app_snapshots,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_app_snapshots,updated_at,timestamp with time zone,NOT NULL,,,
public,user_app_snapshots,os_version,text,NULL,,,
public,user_app_snapshots,country,text,NULL,,,
public,user_app_snapshots,country_region,text,NULL,,,
public,user_app_snapshots,ip_address,inet,NULL,,,
public,user_ask_ai_usage,id,uuid,NOT NULL,PRIMARY KEY,,user_ask_ai_usage_pkey
public,user_ask_ai_usage,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_ask_ai_usage,updated_at,timestamp with time zone,NOT NULL,,,
public,user_ask_ai_usage,user_id,uuid,NOT NULL,UNIQUE,,user_ask_ai_usage_user_id_key
public,user_ask_ai_usage,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_ask_ai_usage_user_id_key
public,user_ask_ai_usage,count,integer,NOT NULL,,,
public,user_assignment_exclusions,id,uuid,NOT NULL,PRIMARY KEY,,user_assignment_exclusions_pkey
public,user_assignment_exclusions,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_assignment_exclusions_user_id_scenario_id_key
public,user_assignment_exclusions,user_id,uuid,NOT NULL,UNIQUE,,user_assignment_exclusions_user_id_scenario_id_key
public,user_assignment_exclusions,scenario_id,uuid,NOT NULL,FOREIGN KEY,public.speak_scenarios,user_assignment_exclusions_user_id_scenario_id_key
public,user_assignment_exclusions,scenario_id,uuid,NOT NULL,UNIQUE,,user_assignment_exclusions_user_id_scenario_id_key
public,user_assignment_exclusions,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_assignment_exclusions,approved_at,timestamp with time zone,NULL,,,
public,user_assignment_exclusions,approved_by,uuid,NULL,FOREIGN KEY,public.users,
public,user_assignment_exclusions,updated_at,timestamp with time zone,NOT NULL,,,
public,user_assignment_exclusions,comment,text,NOT NULL,,,
public,user_assignment_exclusions,denied_at,timestamp with time zone,NULL,,,
public,user_assignment_exclusions,denied_reason,text,NULL,,,
public,user_assignment_pending_counts,id,uuid,NOT NULL,PRIMARY KEY,,user_assignment_pending_counts_pkey
public,user_assignment_pending_counts,user_id,uuid,NOT NULL,UNIQUE,,user_assignment_pending_counts_user_id_key
public,user_assignment_pending_counts,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_assignment_pending_counts_user_id_key
public,user_assignment_pending_counts,pending_count,integer,NOT NULL,,,
public,user_assignment_pending_counts,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_assignment_pending_counts,updated_at,timestamp with time zone,NOT NULL,,,
public,user_assignments_offset,id,uuid,NOT NULL,PRIMARY KEY,,user_assignments_offset_pkey
public,user_assignments_offset,user_id,uuid,NOT NULL,UNIQUE,,user_assignments_offset_user_id_key
public,user_assignments_offset,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_assignments_offset_user_id_key
public,user_assignments_offset,assignments_offset,integer,NOT NULL,,,
public,user_course_progress,id,uuid,NOT NULL,PRIMARY KEY,,user_course_progress_pkey
public,user_course_progress,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_course_progress_user_id_course_config_id_section_id_key
public,user_course_progress,user_id,uuid,NOT NULL,UNIQUE,,user_course_progress_user_id_course_config_id_section_id_key
public,user_course_progress,user_id,uuid,NOT NULL,UNIQUE,,user_course_progress_user_id_course_config_id_idx
public,user_course_progress,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_course_progress_user_id_course_config_id_idx
public,user_course_progress,course_config_id,uuid,NOT NULL,FOREIGN KEY,public.course_config,user_course_progress_user_id_course_config_id_section_id_key
public,user_course_progress,course_config_id,uuid,NOT NULL,FOREIGN KEY,public.course_config,user_course_progress_user_id_course_config_id_idx
public,user_course_progress,course_config_id,uuid,NOT NULL,UNIQUE,,user_course_progress_user_id_course_config_id_section_id_key
public,user_course_progress,course_config_id,uuid,NOT NULL,UNIQUE,,user_course_progress_user_id_course_config_id_idx
public,user_course_progress,section_id,uuid,NOT NULL,UNIQUE,,user_course_progress_user_id_course_config_id_section_id_key
public,user_course_progress,section_id,uuid,NOT NULL,UNIQUE,,user_course_progress_section_id_idx
public,user_course_progress,section_id,uuid,NOT NULL,FOREIGN KEY,public.sections,user_course_progress_section_id_idx
public,user_course_progress,section_id,uuid,NOT NULL,FOREIGN KEY,public.sections,user_course_progress_user_id_course_config_id_section_id_key
public,user_course_progress,status,text,NOT NULL,,,user_course_progress_status_idx
public,user_course_progress,frozen_activity_ids,uuid[],NOT NULL,,,
public,user_course_progress,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_course_progress,updated_at,timestamp with time zone,NOT NULL,,,
public,user_course_progress,started_at,timestamp with time zone,NULL,,,
public,user_course_progress,completed_at,timestamp with time zone,NULL,,,
public,user_course_progress,skipped_at,timestamp with time zone,NULL,,,
public,user_deeplink_params,id,uuid,NOT NULL,PRIMARY KEY,,user_singular_params_pkey
public,user_deeplink_params,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_deeplink_params,updated_at,timestamp with time zone,NOT NULL,,,
public,user_deeplink_params,data,jsonb,NOT NULL,,,
public,user_deeplink_params,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,user_deeplink_params_user_id_idx
public,user_evaluations,id,uuid,NOT NULL,PRIMARY KEY,,user_evaluations_pkey
public,user_evaluations,user_id,uuid,NOT NULL,FOREIGN KEY,public.users,
public,user_evaluations,topic,text,NOT NULL,,,
public,user_evaluations,inserted_at,timestamp with time zone,NOT NULL,,,
public,user_evaluations,updated_at,timestamp with time zone,NOT NULL,,,
public,user_evaluations,meta_data,jsonb,NOT NULL,,,
